,link,Title,Detials,Price per Night,Rating
256,https://www.airbnb.ca/rooms/38363665?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,Kapahulu Studio ★PRIME Location★ Newly Furnished,4 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$498 CAD,4.86
257,https://www.airbnb.ca/rooms/34725283?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,Clean Waikiki Studio Full Kitchen Free Parking,3 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$416 CAD,4.76
258,https://www.airbnb.ca/rooms/26042333?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,4.Center of waikiki  free parking (한국어 가능),4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$426 CAD,4.88
259,https://www.airbnb.ca/rooms/677501012190060600?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,1 bedroom rental unit w/Free parking,4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$507 CAD,5.0 
260,https://www.airbnb.ca/rooms/43237813?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=17400db2-ad29-4504-bed0-570a262425d2,Waikiki Ocean View Suite Kitchen with 1 Queen Bed,2 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 private bath,$306 CAD,4.5 
261,https://www.airbnb.ca/rooms/43237813?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,Waikiki Ocean View Suite Kitchen with 1 Queen Bed,2 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 private bath,$306 CAD,4.5 
262,https://www.airbnb.ca/rooms/41380405?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,"NEW~*
FRENCH BANYAN
ONE BEDROOM ~*
FREE PARKING ~*",6 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$751 CAD,4.47
263,https://www.airbnb.ca/rooms/645434143945997632?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,Ultimate Waikiki Group Getaway! 3 Modern Units,12 guests ·  · 3 bedrooms ·  · 6 beds ·  · 3 baths,$781 CAD,New
264,https://www.airbnb.ca/rooms/723945945813504479?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,FREE Parking! Cozy Studio near Waikiki Beach,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$523 CAD,New
265,https://www.airbnb.ca/rooms/52469800?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,"Ultimate Waikiki Getaway! Pool, Kitchenette",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$304 CAD,New
266,https://www.airbnb.ca/rooms/31026667?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,**Free Parking**28th Floor*Monthly Rates**,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$470 CAD,4.76
267,https://www.airbnb.ca/rooms/684344502240339992?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,Suitable for large family of 6 people - Waikiki,6 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$461 CAD,4.75
268,https://www.airbnb.ca/rooms/42299683?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,Waikiki Banyan 37th Floor | Ocean Views | Parking,5 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$609 CAD,4.67
269,https://www.airbnb.ca/rooms/678795742249791829?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,Private studio near Hilton Lagoon,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 private bath,$371 CAD,4.33
270,https://www.airbnb.ca/rooms/13139520?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,Hale Wa’a - 2 bed/2 bath - 5 minute walk to beach!,5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,$720 CAD,4.89
271,https://www.airbnb.ca/rooms/38086835?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,"Ocean View 2 Double Beds, Hotel Renew",4 guests ·  · Studio ·  · 2 beds ·  · 1 private bath,$402 CAD,New
272,https://www.airbnb.ca/rooms/53708468?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,Private studio in Waikiki! Max 2/Condo has Pool♪,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 private bath,$294 CAD,5.0 
273,https://www.airbnb.ca/rooms/31476630?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,KING BED Studio Cheapest Parking Nearby in Waikiki,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$368 CAD,4.83
274,https://www.airbnb.ca/rooms/47101452?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,404 CLEAN AND BRIGHT ESCAPE!!:),3 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$334 CAD,4.5 
275,https://www.airbnb.ca/rooms/50566313?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,Stealth Camper Van,2 guests ·  · 1 bedroom ·  · 1 bed ·  · 0 baths,$203 CAD,4.89
276,https://www.airbnb.ca/rooms/7290670?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,New Reno! Direct Oceanfront @ Waikiki Beach Tower,8 guests ·  · 2 bedrooms ·  · 4 beds ·  · 2 baths,"$1,229 CAD",4.79
277,https://www.airbnb.ca/rooms/630730291575194376?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,Clean & Modern Waikiki Condo w/ Queen bed!,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$479 CAD,4.93
278,https://www.airbnb.ca/rooms/527114582885694142?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,2021 Brand New Mercedes Benz RV- your vanlife time,4 guests ·  · 2 beds ·  · Half-bath,$436 CAD,4.75
279,https://www.airbnb.ca/rooms/51972745?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,Waikiki Banyan Resort/ POV Ocean View/Free parking,6 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$740 CAD,4.67
280,https://www.airbnb.ca/rooms/616890379852307855?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0a67dfa6-f920-46f6-a704-b08ba8a3bad2,Panoramic OCEANVIEW ON HIGH FLOOR STEPS FROM BEACH,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$552 CAD,4.87
281,https://www.airbnb.ca/rooms/26458302?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,Secluded White Sandy beach just 30 steps away,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$638 CAD,4.86
282,https://www.airbnb.ca/rooms/51022252?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,NEW! Comfy Studio in Heart of Waikiki with parking,3 guests ·  · Studio ·  · 1 bath,$592 CAD,4.85
283,https://www.airbnb.ca/rooms/54039798?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,303A - WHITE CASTLE in Waikiki!!,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$341 CAD,4.63
284,https://www.airbnb.ca/rooms/50795349?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,Tacoma w/ Rooftent - Close to Honolulu Airport,2 guests ·  · 1 bedroom ·  · 0 baths,$226 CAD,4.89
285,https://www.airbnb.ca/rooms/568922651219833177?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,⛵️ Waikiki Beach and Ocean Harbor Views,5 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$749 CAD,4.74
286,https://www.airbnb.ca/rooms/42177823?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,Camp around with beautiful Caravan,2 guests,$215 CAD,4.5 
287,https://www.airbnb.ca/rooms/38363665?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,Kapahulu Studio ★PRIME Location★ Newly Furnished,4 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$498 CAD,4.86
288,https://www.airbnb.ca/rooms/41979452?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,Waikiki Surfer's Paradise! Classy Studio w/Parking,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$543 CAD,4.91
289,https://www.airbnb.ca/rooms/26042333?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,4.Center of waikiki  free parking (한국어 가능),4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$426 CAD,4.88
290,https://www.airbnb.ca/rooms/34749953?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,"Shoreline Hotel Waikiki, Two Double Beds",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$370 CAD,4.17
291,https://www.airbnb.ca/rooms/50120353?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,Mango go 216 Free Parking！,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$436 CAD,4.7 
292,https://www.airbnb.ca/rooms/683520786015073079?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,New Luxury Suite Beach side Condo Free parking,5 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$625 CAD,4.9 
293,https://www.airbnb.ca/rooms/39671374?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,STEPS FROM BEACH! PARTIAL OCEANVIEW! FREE PARKING!,5 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$534 CAD,4.91
294,https://www.airbnb.ca/rooms/38100141?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,"Ocean View King Bed, Hotel Renew",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,$387 CAD,3.8 
295,https://www.airbnb.ca/rooms/39108135?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,"Oceanfront, 1 King Bed",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,$775 CAD,5.0 
296,https://www.airbnb.ca/rooms/513904961575935265?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,Beautiful Ocean Views | 1 Block to Beach | Wifi,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$562 CAD,4.4 
297,https://www.airbnb.ca/rooms/39533013?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,Gold Corner Studio,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$324 CAD,4.21
298,https://www.airbnb.ca/rooms/42045387?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,2 Bedrooms w/ View of Diamond Head & Free Parking!,6 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 private bath,$838 CAD,4.7 
299,https://www.airbnb.ca/rooms/41029395?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,"Panoramic Oceanfront, 1 King Bed",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,$888 CAD,4.8 
300,https://www.airbnb.ca/rooms/715374159713912062?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=6e5c0bdd-db39-42ab-85af-6b5a91fb511a,Maluhia Mountain View Suite 1 bed 1 Free Parking,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$523 CAD,New
